英雄A(阵营1),英雄B(阵营2),对局序号,单局胜负摘要,蓝方阵容(5人),红方阵容(5人)
孙权,阿古朵,18,阵营1 胜利,"姬小满,海月,阿古朵,铠,太乙真人","哪吒,女娲,孙权,露娜,刘邦"
孙权,阿古朵,19,阵营1 胜利,,未集齐10人
孙权,司空震,1,阵营1 胜利,"老夫子,高渐离,司空震,裴擒虎,朵莉亚","关羽,诸葛亮,孙权,韩信,苏烈"
孙权,司空震,2,阵营1 胜利,"马超,貂蝉,孙权,阿古朵,刘邦","哪吒,不知火舞,司空震,盘古,大禹"
孙权,司空震,3,阵营2 胜利,"影,上官婉儿,孙权,暃,苏烈","老夫子,嫦娥,司空震,元流之子(刺客),刘邦"
孙权,司空震,4,阵营1 胜利,"杨玉环,司空震,赵云,孙膑,老夫子,嫦娥,孙权,裴擒虎,少司缘",未集齐10人
孙权,司空震,5,阵营2 胜利,"老夫子,王昭君,司空震,镜,张良","元流之子(坦克),诸葛亮,孙权,宫本武藏,少司缘"
孙权,司空震,6,阵营1 胜利,"狂铁,女娲,司空震,镜,张飞","夏洛特,嫦娥,孙权,诸葛亮,太乙真人"
孙权,司空震,7,阵营1 胜利,"关羽,沈梦溪,司空震,韩信,墨子","花木兰,女娲,孙权,宫本武藏,鬼谷子"
孙权,司空震,8,阵营1 胜利,"曹操,嫦娥,司空震,孙悟空,少司缘","哪吒,沈梦溪,孙权,镜,元流之子(辅助)"
孙权,司空震,9,阵营2 胜利,"蒙恬,沈梦溪,孙权,宫本武藏,杨玉环","蚩奼,甄姬,司空震,露娜,元流之子(辅助)"
孙权,司空震,10,阵营2 胜利,"关羽,太乙真人,孙权,杨戬,少司缘","蚩奼,不知火舞,司空震,橘右京,桑启"
孙权,司空震,11,阵营1 胜利,"老夫子,沈梦溪,司空震,裴擒虎,大乔","哪吒,上官婉儿,孙权,阿古朵,桑启"
孙权,司空震,12,阵营2 胜利,"曹操,沈梦溪,司空震,铠,苏烈","元歌,甄姬,孙权,哪吒,杨玉环"
孙权,司空震,13,阵营2 胜利,"花木兰,武则天,司空震,云缨,刘邦","哪吒,大乔,孙权,曜,张飞"
孙权,司空震,14,阵营2 胜利,"夏洛特,小乔,孙权,裴擒虎,苏烈","曹操,嫦娥,司空震,镜,少司缘"
孙权,司空震,15,阵营2 胜利,"哪吒,海诺,司空震,马超,大禹","花木兰,女娲,孙权,阿古朵,赵怀真"
孙权,司空震,16,阵营1 胜利,"曹操,海诺,孙权,赵云,少司缘","孙策,王昭君,司空震,橘右京,大禹"
孙权,司空震,17,阵营2 胜利,"元歌,金蝉,孙权,哪吒,张飞","孙悟空,嫦娥,司空震,宫本武藏,廉颇"
孙权,司空震,18,阵营2 胜利,"花木兰,上官婉儿,司空震,雅典娜,张飞","影,小乔,孙权,镜,少司缘"
孙权,司空震,19,阵营1 胜利,"蒙恬,杨玉环,司空震,云中君,苏烈","芈月,沈梦溪,孙权,暃,张良"
孙权,莱西奥,1,阵营2 胜利,"关羽,小乔,孙权,百里玄策,少司缘","蒙恬,杨玉环,莱西奥,云缨,元流之子(辅助)"
孙权,莱西奥,2,阵营1 胜利,"花木兰,女娲,莱西奥,暃,少司缘","影,高渐离,孙权,裴擒虎,张飞"
孙权,莱西奥,3,阵营1 胜利,"蚩奼,姜子牙,莱西奥,盘古,墨子","曹操,杨玉环,孙权,典韦,大禹"
孙权,莱西奥,4,阵营1 胜利,"元歌,海月,孙权,元流之子(刺客),墨子","曹操,安琪拉,莱西奥,镜,大禹"
孙权,莱西奥,5,阵营2 胜利,"老夫子,嫦娥,莱西奥,杨戬,明世隐","司空震,上官婉儿,孙权,李元芳,苏烈"
孙权,莱西奥,6,阵营1 胜利,"元歌,甄姬,孙权,橘右京,鲁班大师","曹操,武则天,莱西奥,阿古朵,少司缘"
孙权,莱西奥,7,阵营2 胜利,"花木兰,海月,莱西奥,赵云,少司缘","关羽,女娲,孙权,裴擒虎,东皇太一"
孙权,莱西奥,8,阵营1 胜利,"关羽,杨玉环,莱西奥,百里玄策,刘邦","蒙恬,女娲,孙权,阿古朵,大乔"
孙权,莱西奥,9,阵营1 胜利,"老夫子,大乔,孙权,暃,空空儿","姬小满,西施,莱西奥,韩信,刘邦"
孙权,莱西奥,10,阵营1 胜利,"哪吒,女娲,孙权,韩信,张飞","夏洛特,不知火舞,莱西奥,裴擒虎,元流之子(坦克)"
孙权,莱西奥,11,阵营2 胜利,"司空震,嬴政,孙权,刘备,刘邦","狂铁,沈梦溪,莱西奥,裴擒虎,钟馗"
孙权,莱西奥,12,阵营1 胜利,"关羽,沈梦溪,孙权,大司命,少司缘","蚩奼,不知火舞,莱西奥,裴擒虎,盾山"
孙权,莱西奥,13,阵营1 胜利,"哪吒,西施,孙权,裴擒虎,苏烈","影,女娲,莱西奥,暃,张飞"
孙权,莱西奥,14,阵营2 胜利,"亚瑟,女娲,莱西奥,暃,张飞","哪吒,沈梦溪,孙权,裴擒虎,墨子"
孙权,莱西奥,15,阵营1 胜利,"马超,武则天,孙权,韩信,大禹","关羽,沈梦溪,莱西奥,雅典娜,刘邦"
孙权,莱西奥,16,阵营2 胜利,"老夫子,不知火舞,孙权,云缨,少司缘","司空震,貂蝉,莱西奥,大司命,张良"
孙权,莱西奥,17,阵营1 胜利,"关羽,嫦娥,莱西奥,暃,张飞","姬小满,诸葛亮,孙权,镜,苏烈"
孙权,莱西奥,18,阵营1 胜利,"夏侯惇,弈星,孙权,李白,墨子","老夫子,不知火舞,莱西奥,镜,少司缘"
孙权,莱西奥,19,阵营1 胜利,"花木兰,海诺,孙权,裴擒虎,刘邦","蚩奼,沈梦溪,莱西奥,孙悟空,太乙真人"
孙权,戈娅,1,阵营1 胜利,"白起,沈梦溪,孙权,兰陵王,张飞","亚瑟,嫦娥,戈娅,韩信,少司缘"
孙权,戈娅,2,阵营2 胜利,"吕布,嫦娥,戈娅,露娜,大禹","狂铁,甄姬,孙权,司马懿,张飞"
孙权,戈娅,3,阵营2 胜利,"哪吒,嫦娥,戈娅,云缨,太乙真人","影,诸葛亮,孙权,元流之子(刺客),张飞"
孙权,戈娅,4,阵营2 胜利,"曹操,甄姬,孙权,橘右京,刘邦","达摩,沈梦溪,戈娅,杨戬,张飞"
孙权,戈娅,5,阵营1 胜利,"元歌,女娲,戈娅,哪吒,太乙真人","钟无艳,诸葛亮,孙权,阿古朵,杨玉环"
孙权,戈娅,6,阵营1 胜利,"马超,元流之子(法师),戈娅,孙悟空,廉颇","哪吒,小乔,孙权,韩信,苏烈"
孙权,戈娅,7,阵营2 胜利,"哪吒,杨玉环,孙权,李白,大禹","花木兰,安琪拉,戈娅,赵云,少司缘"
孙权,戈娅,8,阵营2 胜利,"老夫子,西施,戈娅,铠,杨玉环","吕布,甄姬,孙权,露娜,朵莉亚"
孙权,戈娅,9,阵营1 胜利,"老夫子,女娲,孙权,裴擒虎,元流之子(辅助)","哪吒,沈梦溪,戈娅,马超,刘禅"
孙权,戈娅,10,阵营1 胜利,"马超,嫦娥,戈娅,韩信,苏烈","司空震,武则天,孙权,暃,少司缘"
孙权,戈娅,11,阵营1 胜利,"元歌,甄姬,戈娅,韩信,大禹","曹操,武则天,孙权,铠,刘邦"
孙权,戈娅,12,阵营1 胜利,"老夫子,嫦娥,孙权,铠,刘邦","蚩奼,小乔,戈娅,裴擒虎,桑启"
孙权,戈娅,13,阵营2 胜利,"曹操,嫦娥,孙权,影,元流之子(坦克)","夏洛特,海月,戈娅,裴擒虎,墨子"
孙权,戈娅,14,阵营1 胜利,"马超,西施,戈娅,刘备,刘邦","蚩奼,甄姬,孙权,孙悟空,元流之子(辅助)"
孙权,戈娅,15,阵营2 胜利,"达摩,海诺,戈娅,裴擒虎,大禹","关羽,沈梦溪,孙权,司马懿,刘邦"
孙权,戈娅,16,阵营1 胜利,"蚩奼,沈梦溪,孙权,暃,项羽","哪吒,不知火舞,戈娅,澜,苏烈"
孙权,戈娅,17,阵营1 胜利,"曹操,嫦娥,孙权,阿古朵,苏烈","哪吒,安琪拉,戈娅,裴擒虎,刘邦"
孙权,戈娅,18,阵营2 胜利,"影,诸葛亮,戈娅,镜,张飞","蚩奼,高渐离,孙权,百里玄策,大乔"
孙权,戈娅,19,阵营2 胜利,"司空震,上官婉儿,戈娅,马超,赵怀真","曹操,诸葛亮,孙权,百里玄策,大乔"
孙权,元流之子(射手),1,阵营1 胜利,"司空震,嫦娥,孙权,阿古朵,大乔","白起,诸葛亮,元流之子(射手),裴擒虎,东皇太一"
孙权,元流之子(射手),2,阵营1 胜利,"哪吒,西施,孙权,裴擒虎,少司缘","曹操,米莱狄,元流之子(射手),孙悟空,苏烈"
孙权,元流之子(射手),3,阵营2 胜利,"孙策,沈梦溪,元流之子(射手),赵云,太乙真人","曹操,元流之子(法师),孙权,韩信,苏烈"
孙权,元流之子(射手),4,阵营1 胜利,"元歌,干将莫邪,孙权,宫本武藏,少司缘","哪吒,诸葛亮,元流之子(射手),司马懿,廉颇"
孙权,元流之子(射手),5,阵营2 胜利,"蒙恬,小乔,元流之子(射手),云缨,少司缘","狂铁,貂蝉,孙权,孙悟空,刘邦"
孙权,元流之子(射手),6,阵营2 胜利,"狂铁,海月,孙权,澜,刘邦","曹操,海诺,元流之子(射手),裴擒虎,张飞"
孙权,元流之子(射手),7,阵营2 胜利,"马超,甄姬,孙权,阿古朵,张飞","关羽,嫦娥,元流之子(射手),兰陵王,杨玉环"
孙权,元流之子(射手),8,阵营2 胜利,"马超,高渐离,孙权,李元芳,桑启","司空震,安琪拉,元流之子(射手),韩信,太乙真人"
孙权,元流之子(射手),9,阵营1 胜利,"蒙恬,嫦娥,元流之子(射手),露娜,空空儿","司空震,西施,孙权,马超,墨子"
孙权,元流之子(射手),10,阵营2 胜利,"狂铁,不知火舞,孙权,百里玄策,太乙真人","曹操,女娲,元流之子(射手),橘右京,张飞"
孙权,元流之子(射手),11,阵营1 胜利,"哪吒,沈梦溪,孙权,李元芳,少司缘","影,弈星,元流之子(射手),橘右京,刘邦"
孙权,元流之子(射手),12,阵营2 胜利,"老夫子,诸葛亮,孙权,镜,张飞","司空震,甄姬,元流之子(射手),百里玄策,杨玉环"
孙权,元流之子(射手),13,阵营1 胜利,"狂铁,不知火舞,元流之子(射手),镜,大禹","蒙恬,沈梦溪,孙权,诸葛亮,杨玉环"
孙权,元流之子(射手),14,阵营2 胜利,"影,弈星,元流之子(射手),马超,杨玉环","关羽,干将莫邪,孙权,宫本武藏,少司缘"
孙权,元流之子(射手),15,阵营1 胜利,"狂铁,小乔,元流之子(射手),曜,少司缘","猪八戒,杨玉环,孙权,裴擒虎,盾山"
孙权,元流之子(射手),16,阵营1 胜利,"芈月,不知火舞,孙权,阿古朵,少司缘","白起,女娲,元流之子(射手),诸葛亮,张飞"
孙权,元流之子(射手),17,阵营2 胜利,"狂铁,嫦娥,元流之子(射手),韩信,赵怀真","蚩奼,沈梦溪,孙权,哪吒,空空儿"
孙权,元流之子(射手),18,阵营2 胜利,"关羽,沈梦溪,元流之子(射手),露娜,张飞","元歌,嬴政,孙权,阿古朵,太乙真人"
孙权,元流之子(射手),19,阵营1 胜利,"达摩,不知火舞,元流之子(射手),宫本武藏,少司缘","姬小满,海月,孙权,露娜,张飞"
艾琳,后羿,1,阵营2 胜利,"曹操,女娲,艾琳,镜,盾山","元歌,嫦娥,后羿,裴擒虎,苏烈"
艾琳,后羿,2,阵营2 胜利,"曹操,海月,后羿,雅典娜,张飞","狂铁,女娲,艾琳,宫本武藏,赵怀真"
艾琳,后羿,3,阵营2 胜利,"蒙恬,弈星,后羿,裴擒虎,少司缘","蚩奼,嫦娥,艾琳,百里玄策,盾山"
艾琳,后羿,4,阵营2 胜利,"杨戬,高渐离,艾琳,赵云,刘邦","关羽,嫦娥,后羿,阿古朵,墨子"
艾琳,后羿,5,阵营1 胜利,"元歌,沈梦溪,后羿,云缨,盾山","姬小满,安琪拉,艾琳,哪吒,大禹"
艾琳,后羿,6,阵营2 胜利,"关羽,甄姬,艾琳,马超,元流之子(辅助)","夏洛特,上官婉儿,后羿,露娜,大禹"
艾琳,后羿,7,阵营1 胜利,"老夫子,武则天,艾琳,马超,盾山","蚩奼,高渐离,后羿,宫本武藏,牛魔"
艾琳,后羿,8,阵营1 胜利,"关羽,甄姬,艾琳,李白,盾山","蒙恬,武则天,后羿,孙悟空,廉颇"
艾琳,后羿,9,阵营1 胜利,"蚩奼,大乔,艾琳,宫本武藏,廉颇","花木兰,嫦娥,后羿,裴擒虎,盾山"
艾琳,后羿,10,阵营2 胜利,"影,沈梦溪,后羿,杨戬,刘禅","元歌,不知火舞,艾琳,裴擒虎,元流之子(辅助)"
艾琳,后羿,11,阵营2 胜利,"亚瑟,小乔,后羿,裴擒虎,瑶","元歌,元流之子(法师),艾琳,猪八戒,盾山"
艾琳,后羿,12,阵营1 胜利,"曹操,西施,后羿,云缨,盾山","老夫子,墨子,艾琳,韩信,张飞"
艾琳,后羿,13,阵营2 胜利,"哪吒,嫦娥,后羿,阿轲,张良","蒙恬,沈梦溪,艾琳,百里玄策,太乙真人"
艾琳,后羿,14,阵营2 胜利,"元歌,貂蝉,艾琳,曜,盾山","哪吒,弈星,后羿,阿古朵,刘邦"
艾琳,后羿,15,阵营1 胜利,"蒙恬,海月,后羿,镜,刘邦","狂铁,嫦娥,艾琳,赵云,少司缘"
艾琳,后羿,16,阵营2 胜利,"哪吒,弈星,后羿,韩信,张飞","影,嬴政,艾琳,百里玄策,元流之子(辅助)"
艾琳,后羿,17,阵营2 胜利,"曹操,嫦娥,后羿,韩信,杨玉环","哪吒,高渐离,艾琳,裴擒虎,太乙真人"
艾琳,后羿,18,阵营1 胜利,"蚩奼,海诺,艾琳,暃,张飞","曹操,小乔,后羿,典韦,盾山"
艾琳,后羿,19,阵营1 胜利,"芈月,女娲,后羿,典韦,苏烈","曹操,嫦娥,艾琳,孙悟空,盾山"
艾琳,蚩奼,1,阵营1 胜利,"影,元流之子(法师),艾琳,橘右京,盾山","夏洛特,女娲,蚩奼,赵云,少司缘"
艾琳,蚩奼,2,阵营1 胜利,"花木兰,貂蝉,艾琳,李元芳,墨子","芈月,武则天,蚩奼,赵云,少司缘"
艾琳,蚩奼,3,阵营1 胜利,"哪吒,海月,蚩奼,镜,张飞","白起,杨玉环,艾琳,马超,大乔"
艾琳,蚩奼,4,阵营2 胜利,"影,沈梦溪,艾琳,马超,盾山","曹操,嫦娥,蚩奼,元流之子(刺客),张良"
艾琳,蚩奼,5,阵营1 胜利,"老夫子,姜子牙,艾琳,韩信,项羽","关羽,嫦娥,蚩奼,哪吒,张飞"
艾琳,蚩奼,6,阵营1 胜利,"老夫子,小乔,蚩奼,马超,刘邦","关羽,诸葛亮,艾琳,阿古朵,盾山"
艾琳,蚩奼,7,阵营2 胜利,"马超,西施,艾琳,韩信,少司缘","影,海月,蚩奼,云缨,大禹"
艾琳,蚩奼,8,阵营1 胜利,"蒙恬,女娲,蚩奼,孙悟空,苏烈","白起,海诺,艾琳,铠,盾山"
艾琳,蚩奼,9,阵营1 胜利,"蒙恬,沈梦溪,蚩奼,橘右京,杨玉环","司空震,不知火舞,艾琳,李元芳,刘邦"
艾琳,蚩奼,10,阵营2 胜利,"兰陵王,沈梦溪,蚩奼,韩信,大禹","关羽,弈星,艾琳,镜,盾山"
艾琳,蚩奼,11,阵营2 胜利,"夏侯惇,杨玉环,蚩奼,宫本武藏,刘邦","元歌,不知火舞,艾琳,暃,盾山"
艾琳,蚩奼,12,阵营1 胜利,"曹操,杨玉环,蚩奼,娜可露露,元流之子(辅助)","司空震,不知火舞,艾琳,典韦,盾山"
艾琳,蚩奼,13,阵营2 胜利,"蒙恬,貂蝉,蚩奼,百里玄策,少司缘","影,小乔,艾琳,大司命,元流之子(辅助)"
艾琳,蚩奼,14,阵营1 胜利,"花木兰,西施,蚩奼,裴擒虎,少司缘","影,不知火舞,艾琳,橘右京,盾山"
艾琳,蚩奼,15,阵营2 胜利,"蒙恬,沈梦溪,蚩奼,百里玄策,刘邦","司空震,杨玉环,艾琳,典韦,元流之子(辅助)"
艾琳,蚩奼,16,阵营1 胜利,"蒙恬,海诺,艾琳,露娜,盾山","关羽,干将莫邪,蚩奼,云缨,廉颇"
艾琳,蚩奼,17,阵营2 胜利,"姬小满,沈梦溪,蚩奼,橘右京,张飞","影,小乔,艾琳,镜,鬼谷子"
艾琳,蚩奼,18,阵营2 胜利,"司空震,海月,艾琳,大司命,盾山","老夫子,沈梦溪,蚩奼,云缨,墨子"
艾琳,蚩奼,19,阵营1 胜利,"狂铁,海月,艾琳,宫本武藏,盾山","司空震,小乔,蚩奼,曹操,鲁班大师"
艾琳,李元芳,1,阵营1 胜利,"司空震,海月,艾琳,澜,元流之子(坦克)","哪吒,张良,李元芳,宫本武藏,朵莉亚"
艾琳,李元芳,2,阵营2 胜利,"蒙恬,墨子,艾琳,裴擒虎,盾山","曹操,沈梦溪,李元芳,阿轲,大乔"
艾琳,李元芳,3,阵营1 胜利,"关羽,海诺,艾琳,铠,张飞","司空震,安琪拉,李元芳,赵云,盾山"
艾琳,李元芳,4,阵营2 胜利,"关羽,大乔,李元芳,暃,鬼谷子","狂铁,海月,艾琳,杨戬,盾山"
艾琳,李元芳,5,阵营1 胜利,"司空震,甄姬,李元芳,李白,刘邦","白起,海月,艾琳,马超,鬼谷子"
艾琳,李元芳,6,阵营1 胜利,"老夫子,武则天,李元芳,橘右京,刘邦","哪吒,上官婉儿,艾琳,典韦,元流之子(辅助)"
艾琳,李元芳,7,阵营2 胜利,"司空震,王昭君,艾琳,韩信,盾山","关羽,沈梦溪,李元芳,云缨,太乙真人"
艾琳,李元芳,8,阵营2 胜利,"曹操,安琪拉,艾琳,露娜,墨子","蚩奼,嫦娥,李元芳,大司命,元流之子(辅助)"
艾琳,李元芳,9,阵营2 胜利,"哪吒,海诺,艾琳,裴擒虎,大乔","司空震,女娲,李元芳,韩信,大禹"
艾琳,李元芳,10,阵营2 胜利,"关羽,弈星,艾琳,诸葛亮,张飞","影,沈梦溪,李元芳,马超,大乔"
艾琳,李元芳,11,阵营1 胜利,"夏洛特,沈梦溪,李元芳,影,盾山","曹操,不知火舞,艾琳,韩信,大乔"
艾琳,李元芳,12,阵营2 胜利,"白起,杨玉环,艾琳,元流之子(刺客),少司缘","曹操,弈星,李元芳,暃,苏烈"
艾琳,李元芳,13,阵营2 胜利,"夏洛特,杨玉环,艾琳,元流之子(坦克),盾山","马超,嫦娥,李元芳,云缨,元流之子(辅助)"
艾琳,李元芳,14,阵营1 胜利,"关羽,杨玉环,艾琳,云缨,刘邦","元歌,嫦娥,李元芳,孙悟空,盾山"
艾琳,李元芳,15,阵营1 胜利,"姬小满,武则天,艾琳,赵云,太乙真人","哪吒,高渐离,李元芳,裴擒虎,庄周"
艾琳,李元芳,16,阵营2 胜利,"哪吒,海月,李元芳,元流之子(坦克),少司缘","元歌,嫦娥,艾琳,韩信,元流之子(辅助)"
艾琳,李元芳,17,阵营1 胜利,"司空震,沈梦溪,艾琳,赵云,盾山","狂铁,小乔,李元芳,暃,张良"
艾琳,李元芳,18,阵营2 胜利,"梦奇,沈梦溪,艾琳,孙悟空,牛魔","元歌,女娲,李元芳,云缨,苏烈"
艾琳,李元芳,19,阵营2 胜利,"哪吒,女娲,艾琳,梦奇,苏烈","程咬金,沈梦溪,李元芳,猪八戒,刘邦"
艾琳,虞姬,1,阵营1 胜利,"蚩奼,上官婉儿,艾琳,李元芳,元流之子(辅助)","影,不知火舞,虞姬,曜,少司缘"
艾琳,虞姬,2,阵营2 胜利,"姬小满,墨子,艾琳,孙悟空,少司缘","老夫子,女娲,虞姬,暃,大禹"
艾琳,虞姬,3,阵营2 胜利,"关羽,海月,虞姬,云缨,赵怀真","元歌,大乔,艾琳,马超,廉颇"
艾琳,虞姬,4,阵营1 胜利,"元歌,小乔,艾琳,暃,苏烈","关羽,西施,虞姬,典韦,杨玉环"
艾琳,虞姬,5,阵营2 胜利,"东皇太一,沈梦溪,艾琳,杨戬,庄周","白起,高渐离,虞姬,娜可露露,少司缘"
艾琳,虞姬,6,阵营2 胜利,"蒙恬,海诺,艾琳,铠,廉颇","老夫子,海月,虞姬,阿古朵,墨子"
艾琳,虞姬,7,阵营1 胜利,"元歌,大乔,艾琳,诸葛亮,少司缘","影,武则天,虞姬,典韦,项羽"
艾琳,虞姬,8,阵营1 胜利,"老夫子,女娲,艾琳,镜,苏烈","花木兰,海月,虞姬,暃,大禹"
艾琳,虞姬,9,阵营1 胜利,"影,安琪拉,艾琳,哪吒,赵怀真","司空震,沈梦溪,虞姬,铠,张飞"
艾琳,虞姬,10,阵营1 胜利,"关羽,嫦娥,虞姬,韩信,赵怀真","狂铁,沈梦溪,艾琳,阿古朵,刘邦"
艾琳,虞姬,11,阵营2 胜利,"曹操,武则天,艾琳,诸葛亮,张飞","哪吒,甄姬,虞姬,马超,苏烈"
艾琳,虞姬,12,阵营1 胜利,"镜,不知火舞,艾琳,哪吒,大禹","曹操,米莱狄,虞姬,阿古朵,刘禅"
艾琳,虞姬,13,阵营2 胜利,"哪吒,武则天,虞姬,马超,苏烈","元歌,元流之子(法师),艾琳,云缨,牛魔"
艾琳,虞姬,14,阵营2 胜利,"元歌,高渐离,艾琳,云缨,盾山","关羽,海诺,虞姬,裴擒虎,张飞"
艾琳,虞姬,15,阵营1 胜利,"元歌,安琪拉,艾琳,镜,桑启","司空震,嫦娥,虞姬,裴擒虎,刘邦"
艾琳,虞姬,16,阵营2 胜利,"关羽,嫦娥,虞姬,云缨,盾山","狂铁,弈星,艾琳,孙悟空,少司缘"
艾琳,虞姬,17,阵营1 胜利,"司空震,嬴政,虞姬,诸葛亮,大禹","哪吒,甄姬,艾琳,裴擒虎,刘邦"
艾琳,虞姬,18,阵营2 胜利,"哪吒,安琪拉,艾琳,裴擒虎,张飞","老夫子,海诺,虞姬,韩信,苏烈"
艾琳,虞姬,19,阵营1 胜利,"花木兰,沈梦溪,艾琳,盘古,少司缘","司空震,嫦娥,虞姬,裴擒虎,杨玉环"
艾琳,苍,1,阵营2 胜利,"老夫子,杨玉环,苍,宫本武藏,太乙真人","姬小满,大乔,艾琳,哪吒,盾山"
艾琳,苍,2,阵营1 胜利,"哪吒,诸葛亮,艾琳,镜,元流之子(辅助)","芈月,杨玉环,苍,暃,少司缘"
艾琳,苍,3,阵营1 胜利,"司空震,干将莫邪,艾琳,典韦,少司缘","哪吒,诸葛亮,苍,铠,太乙真人"
艾琳,苍,4,阵营2 胜利,"项羽,海诺,苍,橘右京,大禹","老夫子,弈星,艾琳,裴擒虎,盾山"
艾琳,苍,5,阵营2 胜利,"关羽,弈星,艾琳,露娜,少司缘","蚩奼,嫦娥,苍,云中君,大乔"
艾琳,苍,6,阵营1 胜利,"雅典娜,金蝉,苍,赵云,孙膑","老夫子,海月,艾琳,杨戬,盾山"
艾琳,苍,7,阵营1 胜利,"元歌,大乔,苍,铠,刘邦","影,海诺,艾琳,露娜,苏烈"
艾琳,苍,8,阵营2 胜利,"海诺,诸葛亮,艾琳,裴擒虎,元流之子(辅助)","花木兰,沈梦溪,苍,元流之子(刺客),少司缘"
艾琳,苍,9,阵营2 胜利,"蒙恬,王昭君,苍,元流之子(刺客),少司缘","曹操,海诺,艾琳,铠,盾山"
艾琳,苍,10,阵营2 胜利,"司空震,嫦娥,艾琳,露娜,项羽","老夫子,大乔,苍,诸葛亮,刘邦"
艾琳,苍,11,阵营2 胜利,"蒙恬,杨玉环,艾琳,马超,盾山","刘邦,甄姬,苍,宫本武藏,少司缘"
艾琳,苍,12,阵营2 胜利,"亚瑟,沈梦溪,苍,裴擒虎,张飞","狂铁,海月,艾琳,百里玄策,盾山"
艾琳,苍,13,阵营2 胜利,"吕布,女娲,艾琳,镜,空空儿","狂铁,沈梦溪,苍,哪吒,西施"
艾琳,苍,14,阵营2 胜利,"司空震,元流之子(法师),艾琳,大司命,张飞","芈月,沈梦溪,苍,镜,刘邦"
艾琳,苍,15,阵营1 胜利,"孙悟空,姜子牙,艾琳,韩信,刘邦","狂铁,貂蝉,苍,李白,苏烈"
艾琳,苍,16,阵营1 胜利,"曹操,妲己,苍,镜,苏烈","哪吒,沈梦溪,艾琳,韩信,刘邦"
艾琳,苍,17,阵营2 胜利,"李信,西施,艾琳,裴擒虎,大禹","影,大乔,苍,橘右京,盾山"
艾琳,苍,18,阵营1 胜利,"哪吒,海诺,苍,裴擒虎,元流之子(辅助)","姬小满,杨玉环,艾琳,赵云,苏烈"
艾琳,苍,19,阵营1 胜利,"夏洛特,甄姬,艾琳,孙悟空,少司缘","马超,武则天,苍,钟无艳,张飞"
艾琳,黄忠,1,阵营2 胜利,"曹操,上官婉儿,黄忠,刘备,盾山","老夫子,沈梦溪,艾琳,云中君,钟馗"
艾琳,黄忠,2,阵营1 胜利,"马超,不知火舞,艾琳,云中君,刘邦","哪吒,甄姬,黄忠,铠,姜子牙"
艾琳,黄忠,3,阵营2 胜利,"夏洛特,小乔,艾琳,司马懿,元流之子(辅助)","芈月,上官婉儿,黄忠,裴擒虎,盾山"
艾琳,黄忠,4,阵营1 胜利,"影,沈梦溪,艾琳,马超,盾山","曹操,大乔,黄忠,云缨,张飞"
艾琳,黄忠,5,阵营1 胜利,"东皇太一,沈梦溪,艾琳,典韦,刘邦","蒙恬,女娲,黄忠,诸葛亮,瑶"
艾琳,黄忠,6,阵营1 胜利,"狂铁,海诺,艾琳,韩信,盾山","马超,海月,黄忠,雅典娜,元流之子(辅助)"
艾琳,黄忠,7,阵营1 胜利,"蒙恬,海月,黄忠,赵云,杨玉环","孙策,沈梦溪,艾琳,马超,空空儿"
艾琳,黄忠,8,阵营2 胜利,"老夫子,诸葛亮,黄忠,裴擒虎,苏烈","白起,嫦娥,艾琳,梦奇,盾山"
艾琳,黄忠,9,阵营1 胜利,"亚连,嬴政,艾琳,杨戬,盾山","司空震,女娲,黄忠,暃,刘邦"
艾琳,黄忠,10,阵营1 胜利,"司空震,女娲,黄忠,镜,盾山","关羽,不知火舞,艾琳,赵云,太乙真人"
艾琳,黄忠,11,阵营1 胜利,"夏洛特,沈梦溪,黄忠,裴擒虎,少司缘","项羽,上官婉儿,艾琳,盘古,元流之子(辅助)"
艾琳,黄忠,12,阵营2 胜利,"哪吒,貂蝉,黄忠,镜,项羽","关羽,小乔,艾琳,娜可露露,盾山"
艾琳,黄忠,13,阵营2 胜利,"夏洛特,高渐离,艾琳,大司命,元流之子(辅助)","司空震,武则天,黄忠,赵云,大乔"
艾琳,黄忠,14,阵营1 胜利,"花木兰,嫦娥,艾琳,宫本武藏,盾山","蒙恬,干将莫邪,黄忠,元流之子(刺客),刘邦"
艾琳,黄忠,15,阵营1 胜利,"司空震,嫦娥,艾琳,宫本武藏,盾山","哪吒,貂蝉,黄忠,镜,廉颇"
艾琳,黄忠,16,阵营2 胜利,"哪吒,海月,黄忠,宫本武藏,少司缘","狂铁,沈梦溪,艾琳,典韦,元流之子(辅助)"
艾琳,黄忠,17,阵营1 胜利,"影,小乔,黄忠,赵云,太乙真人","曹操,沈梦溪,艾琳,孙悟空,盾山"
艾琳,黄忠,18,阵营1 胜利,"狂铁,嫦娥,黄忠,百里玄策,大禹","亚瑟,小乔,艾琳,裴擒虎,元流之子(辅助)"
艾琳,黄忠,19,阵营1 胜利,"老夫子,杨玉环,艾琳,韩信,刘邦","哪吒,沈梦溪,黄忠,诸葛亮,廉颇"
艾琳,百里守约,1,阵营1 胜利,"钟无艳,干将莫邪,百里守约,赵云,桑启","狂铁,女娲,艾琳,阿古朵,盾山"
艾琳,百里守约,2,阵营1 胜利,"关羽,小乔,百里守约,猪八戒,元流之子(辅助)","哪吒,沈梦溪,艾琳,镜,张飞"
